pair_id,source_id,genre,dim_target,perturbation,magnitude,score_H,score_T,score_R,score_S
classical_02::lowpass::lp4000,classical_02,classical,T,lowpass,4000.0,0.996767,0.498750,0.996442,-0.027018
classical_02::lowpass::lp2000,classical_02,classical,T,lowpass,2000.0,0.999545,0.435651,0.992241,-0.035761
classical_02::distortion::drv4,classical_02,classical,T,distortion,4.0,1.000000,0.971852,0.999929,-0.011162
classical_02::distortion::drv12,classical_02,classical,T,distortion,12.0,0.999950,0.833633,0.998966,-0.014604
classical_02::distortion::drv32,classical_02,classical,T,distortion,32.0,0.992631,0.649915,0.994843,-0.058155
classical_02::style_swap::swap_cross,classical_02,classical,S,style_swap,nan,0.867470,0.357396,0.917488,-0.302317
classical_02::style_swap::swap_same,classical_02,classical,S,style_swap,nan,0.942536,0.471134,0.900222,-0.105515
classical_03::control::ctrl,classical_03,classical,control,control,0.0,1.000000,0.999997,1.000000,0.000000
classical_03::pitch_shift::-4st,classical_03,classical,H,pitch_shift,-4.0,0.750486,0.581610,0.880385,-0.045175
classical_03::pitch_shift::-2st,classical_03,classical,H,pitch_shift,-2.0,0.784584,0.716112,0.874670,-0.029547
classical_03::pitch_shift::-1st,classical_03,classical,H,pitch_shift,-1.0,0.684936,0.823785,0.989732,-0.041700
classical_03::pitch_shift::+1st,classical_03,classical,H,pitch_shift,1.0,0.685355,0.815827,0.989258,-0.006237
classical_03::pitch_shift::+2st,classical_03,classical,H,pitch_shift,2.0,0.779941,0.714954,0.881136,-0.037245
classical_03::pitch_shift::+4st,classical_03,classical,H,pitch_shift,4.0,0.757959,0.595320,0.863607,-0.058876
classical_03::time_stretch::-20pct,classical_03,classical,R,time_stretch,-20.0,0.988867,0.715848,0.829220,-0.012700
classical_03::time_stretch::-10pct,classical_03,classical,R,time_stretch,-10.0,0.994111,0.825710,0.831412,-0.017211
classical_03::time_stretch::-5pct,classical_03,classical,R,time_stretch,-5.0,0.998174,0.900534,0.793413,-0.009423
classical_03::time_stretch::+5pct,classical_03,classical,R,time_stretch,5.0,0.997193,0.892898,0.775429,-0.015830
classical_03::time_stretch::+10pct,classical_03,classical,R,time_stretch,10.0,0.992930,0.888176,0.812694,-0.010416
classical_03::time_stretch::+20pct,classical_03,classical,R,time_stretch,20.0,0.983839,0.850548,0.766852,-0.037149
classical_03::lowpass::lp8000,classical_03,classical,T,lowpass,8000.0,1.000000,0.987020,0.999866,0.005281
classical_03::lowpass::lp4000,classical_03,classical,T,lowpass,4000.0,1.000000,0.981225,0.999840,0.014194
classical_03::lowpass::lp2000,classical_03,classical,T,lowpass,2000.0,1.000000,0.956241,0.999435,0.019248
classical_03::distortion::drv4,classical_03,classical,T,distortion,4.0,1.000000,0.963296,0.998157,-0.007277
classical_03::distortion::drv12,classical_03,classical,T,distortion,12.0,0.999997,0.820762,0.992396,-0.031229
classical_03::distortion::drv32,classical_03,classical,T,distortion,32.0,0.999737,0.639981,0.892109,-0.118040
classical_03::style_swap::swap_cross,classical_03,classical,S,style_swap,nan,0.876702,0.363711,0.767462,-0.249783
classical_03::style_swap::swap_same,classical_03,classical,S,style_swap,nan,0.791802,0.405002,0.900865,-0.174561
classical_04::control::ctrl,classical_04,classical,control,control,0.0,1.000000,1.000000,1.000000,0.000000
classical_04::pitch_shift::-4st,classical_04,classical,H,pitch_shift,-4.0,0.902721,0.521585,0.984788,-0.127060
classical_04::pitch_shift::-2st,classical_04,classical,H,pitch_shift,-2.0,0.902272,0.678855,0.987639,-0.051352
classical_04::pitch_shift::-1st,classical_04,classical,H,pitch_shift,-1.0,0.881021,0.787717,0.988960,0.005839
classical_04::pitch_shift::+1st,classical_04,classical,H,pitch_shift,1.0,0.878067,0.802675,0.986214,-0.025709
classical_04::pitch_shift::+2st,classical_04,classical,H,pitch_shift,2.0,0.905087,0.681803,0.982374,0.020932
classical_04::pitch_shift::+4st,classical_04,classical,H,pitch_shift,4.0,0.908763,0.550489,0.974613,-0.048902
classical_04::time_stretch::-20pct,classical_04,classical,R,time_stretch,-20.0,0.998906,0.885519,0.682633,-0.003293
classical_04::time_stretch::-10pct,classical_04,classical,R,time_stretch,-10.0,0.999131,0.906359,0.744330,0.002011
classical_04::time_stretch::-5pct,classical_04,classical,R,time_stretch,-5.0,0.999511,0.907233,0.799437,0.006398
classical_04::time_stretch::+5pct,classical_04,classical,R,time_stretch,5.0,0.999458,0.886120,0.663581,0.014102
classical_04::time_stretch::+10pct,classical_04,classical,R,time_stretch,10.0,0.998985,0.880722,0.671884,0.021968
classical_04::time_stretch::+20pct,classical_04,classical,R,time_stretch,20.0,0.998412,0.871281,0.675436,-0.016708
classical_04::lowpass::lp8000,classical_04,classical,T,lowpass,8000.0,0.999962,0.494824,0.956801,0.010029
classical_04::lowpass::lp4000,classical_04,classical,T,lowpass,4000.0,0.999988,0.451422,0.946613,-0.075899
classical_04::lowpass::lp2000,classical_04,classical,T,lowpass,2000.0,0.999784,0.424381,0.776986,-0.075460
classical_04::distortion::drv4,classical_04,classical,T,distortion,4.0,0.998683,0.915623,0.998689,-0.010036
classical_04::distortion::drv12,classical_04,classical,T,distortion,12.0,0.999733,0.727059,0.990520,-0.029890
classical_04::distortion::drv32,classical_04,classical,T,distortion,32.0,0.997847,0.596923,0.933518,-0.112836
classical_04::style_swap::swap_cross,classical_04,classical,S,style_swap,nan,0.718854,0.437217,0.680685,-0.172428
classical_04::style_swap::swap_same,classical_04,classical,S,style_swap,nan,0.865958,0.423247,0.690669,-0.133698
classical_05::control::ctrl,classical_05,classical,control,control,0.0,1.000000,1.000000,1.000000,0.000000
classical_05::pitch_shift::-4st,classical_05,classical,H,pitch_shift,-4.0,0.826430,0.543608,0.986932,-0.166349
classical_05::pitch_shift::-2st,classical_05,classical,H,pitch_shift,-2.0,0.931116,0.681547,0.991416,-0.050699
classical_05::pitch_shift::-1st,classical_05,classical,H,pitch_shift,-1.0,0.780394,0.785340,0.993429,-0.207942
classical_05::pitch_shift::+1st,classical_05,classical,H,pitch_shift,1.0,0.780385,0.799396,0.991523,-0.081118
classical_05::pitch_shift::+2st,classical_05,classical,H,pitch_shift,2.0,0.917132,0.678307,0.986772,-0.107034
classical_05::pitch_shift::+4st,classical_05,classical,H,pitch_shift,4.0,0.815830,0.558801,0.972734,-0.256265
classical_05::time_stretch::-20pct,classical_05,classical,R,time_stretch,-20.0,0.994855,0.836550,0.518477,-0.014919
classical_05::time_stretch::-10pct,classical_05,classical,R,time_stretch,-10.0,0.997507,0.893827,0.612752,-0.015611
classical_05::time_stretch::-5pct,classical_05,classical,R,time_stretch,-5.0,0.998375,0.920109,0.697140,-0.001953
classical_05::time_stretch::+5pct,classical_05,classical,R,time_stretch,5.0,0.997909,0.917585,0.699425,0.006949
classical_05::time_stretch::+10pct,classical_05,classical,R,time_stretch,10.0,0.997040,0.901905,0.634037,-0.016124
classical_05::time_stretch::+20pct,classical_05,classical,R,time_stretch,20.0,0.995403,0.882352,0.540177,0.000593
classical_05::lowpass::lp8000,classical_05,classical,T,lowpass,8000.0,0.999994,0.555207,0.997365,0.001794
classical_05::lowpass::lp4000,classical_05,classical,T,lowpass,4000.0,0.999994,0.424309,0.988053,-0.061345
classical_05::lowpass::lp2000,classical_05,classical,T,lowpass,2000.0,0.999981,0.420024,0.975184,-0.051709
classical_05::distortion::drv4,classical_05,classical,T,distortion,4.0,0.999044,0.611597,0.988815,-0.103360
classical_05::distortion::drv12,classical_05,classical,T,distortion,12.0,0.995044,0.453771,0.963500,-0.223842
classical_05::distortion::drv32,classical_05,classical,T,distortion,32.0,0.992742,0.462087,0.937098,-0.266177
classical_05::style_swap::swap_cross,classical_05,classical,S,style_swap,nan,0.834885,0.443612,0.697140,-0.271002
classical_05::style_swap::swap_same,classical_05,classical,S,style_swap,nan,0.942535,0.470888,0.630491,-0.234586
classical_06::control::ctrl,classical_06,classical,control,control,0.0,1.000000,1.000000,1.000000,0.000000
classical_06::pitch_shift::-4st,classical_06,classical,H,pitch_shift,-4.0,0.734047,0.709554,0.989257,-0.013738
classical_06::pitch_shift::-2st,classical_06,classical,H,pitch_shift,-2.0,0.825350,0.804681,0.991395,0.002513
classical_06::pitch_shift::-1st,classical_06,classical,H,pitch_shift,-1.0,0.741674,0.851268,0.992159,0.032026
classical_06::pitch_shift::+1st,classical_06,classical,H,pitch_shift,1.0,0.777363,0.866080,0.943706,0.055592
classical_06::pitch_shift::+2st,classical_06,classical,H,pitch_shift,2.0,0.852149,0.794743,0.965252,-0.020206
classical_06::pitch_shift::+4st,classical_06,classical,H,pitch_shift,4.0,0.760496,0.657445,0.963410,0.040707
classical_06::time_stretch::-20pct,classical_06,classical,R,time_stretch,-20.0,0.988067,0.687602,0.834439,-0.030408
classical_06::time_stretch::-10pct,classical_06,classical,R,time_stretch,-10.0,0.993930,0.845693,0.902673,0.006489
classical_06::time_stretch::-5pct,classical_06,classical,R,time_stretch,-5.0,0.997987,0.879530,0.930268,0.041002
classical_06::time_stretch::+5pct,classical_06,classical,R,time_stretch,5.0,0.997436,0.871008,0.929823,0.012691
classical_06::time_stretch::+10pct,classical_06,classical,R,time_stretch,10.0,0.986519,0.892624,0.883941,0.006574
classical_06::time_stretch::+20pct,classical_06,classical,R,time_stretch,20.0,0.985704,0.848804,0.887923,-0.015405
classical_06::lowpass::lp8000,classical_06,classical,T,lowpass,8000.0,0.999344,0.847287,0.999466,0.012854
classical_06::lowpass::lp4000,classical_06,classical,T,lowpass,4000.0,0.998589,0.628359,0.997548,-0.033425
classical_06::lowpass::lp2000,classical_06,classical,T,lowpass,2000.0,0.999230,0.529815,0.993118,-0.077148
classical_06::distortion::drv4,classical_06,classical,T,distortion,4.0,0.999532,0.849352,0.985212,-0.002232
classical_06::distortion::drv12,classical_06,classical,T,distortion,12.0,0.994831,0.648839,0.949694,-0.142740
classical_06::distortion::drv32,classical_06,classical,T,distortion,32.0,0.989607,0.587683,0.942812,-0.239382
classical_06::style_swap::swap_cross,classical_06,classical,S,style_swap,nan,0.860518,0.472724,0.758398,-0.133967
classical_06::style_swap::swap_same,classical_06,classical,S,style_swap,nan,0.818979,0.522514,0.856778,0.023031
classical_07::control::ctrl,classical_07,classical,control,control,0.0,1.000000,1.000000,1.000000,0.000000
classical_07::pitch_shift::-4st,classical_07,classical,H,pitch_shift,-4.0,0.757308,0.547150,0.992228,-0.092517
classical_07::pitch_shift::-2st,classical_07,classical,H,pitch_shift,-2.0,0.520474,0.674674,0.997295,-0.064604
classical_07::pitch_shift::-1st,classical_07,classical,H,pitch_shift,-1.0,0.613616,0.808642,0.998706,-0.029070
classical_07::pitch_shift::+1st,classical_07,classical,H,pitch_shift,1.0,0.608660,0.788862,0.979739,-0.024871
classical_07::pitch_shift::+2st,classical_07,classical,H,pitch_shift,2.0,0.502097,0.669379,0.975721,-0.095175
classical_07::pitch_shift::+4st,classical_07,classical,H,pitch_shift,4.0,0.742213,0.536622,0.967458,-0.072462
classical_07::time_stretch::-20pct,classical_07,classical,R,time_stretch,-20.0,0.988439,0.818068,0.735008,0.012897
classical_07::time_stretch::-10pct,classical_07,classical,R,time_stretch,-10.0,0.999372,0.892039,0.779972,0.031948
classical_07::time_stretch::-5pct,classical_07,classical,R,time_stretch,-5.0,0.999394,0.928397,0.796430,0.016020
classical_07::time_stretch::+5pct,classical_07,classical,R,time_stretch,5.0,0.998852,0.893700,0.819091,0.015387
classical_07::time_stretch::+10pct,classical_07,classical,R,time_stretch,10.0,0.997609,0.865240,0.775110,-0.017381
classical_07::time_stretch::+20pct,classical_07,classical,R,time_stretch,20.0,0.994535,0.846588,0.725697,-0.000069
classical_07::lowpass::lp8000,classical_07,classical,T,lowpass,8000.0,1.000000,0.887378,0.999931,0.011602
classical_07::lowpass::lp4000,classical_07,classical,T,lowpass,4000.0,0.999998,0.675770,0.999563,0.019327
classical_07::lowpass::lp2000,classical_07,classical,T,lowpass,2000.0,0.999805,0.529654,0.997893,-0.041352
classical_07::distortion::drv4,classical_07,classical,T,distortion,4.0,0.999686,0.830664,0.999399,0.006006
classical_07::distortion::drv12,classical_07,classical,T,distortion,12.0,0.997603,0.688581,0.997957,-0.045196
classical_07::distortion::drv32,classical_07,classical,T,distortion,32.0,0.991400,0.600469,0.995059,-0.147636
classical_07::style_swap::swap_cross,classical_07,classical,S,style_swap,nan,0.561467,0.441637,0.729005,-0.074298
classical_07::style_swap::swap_same,classical_07,classical,S,style_swap,nan,0.900928,0.479527,0.776503,-0.092167
classical_08::control::ctrl,classical_08,classical,control,control,0.0,1.000000,0.999999,1.000000,0.000000
classical_08::pitch_shift::-4st,classical_08,classical,H,pitch_shift,-4.0,0.664641,0.515556,0.969442,-0.146256
classical_08::pitch_shift::-2st,classical_08,classical,H,pitch_shift,-2.0,0.587997,0.626644,0.971744,-0.145599
classical_08::pitch_shift::-1st,classical_08,classical,H,pitch_shift,-1.0,0.621717,0.742298,0.973566,-0.055828
classical_08::pitch_shift::+1st,classical_08,classical,H,pitch_shift,1.0,0.638426,0.714910,0.992626,-0.042727
classical_08::pitch_shift::+2st,classical_08,classical,H,pitch_shift,2.0,0.581754,0.619610,0.981229,-0.083698
classical_08::pitch_shift::+4st,classical_08,classical,H,pitch_shift,4.0,0.644201,0.475109,0.978376,-0.064909
classical_08::time_stretch::-20pct,classical_08,classical,R,time_stretch,-20.0,0.992931,0.816711,0.907733,-0.022047
classical_08::time_stretch::-10pct,classical_08,classical,R,time_stretch,-10.0,0.998571,0.876612,0.909192,-0.021609
classical_08::time_stretch::-5pct,classical_08,classical,R,time_stretch,-5.0,0.998955,0.835725,0.933794,-0.005636
classical_08::time_stretch::+5pct,classical_08,classical,R,time_stretch,5.0,0.998499,0.862341,0.945829,-0.017693
classical_08::time_stretch::+10pct,classical_08,classical,R,time_stretch,10.0,0.998927,0.886902,0.931894,-0.036582
classical_08::time_stretch::+20pct,classical_08,classical,R,time_stretch,20.0,0.997634,0.867187,0.913347,-0.065197
classical_08::lowpass::lp8000,classical_08,classical,T,lowpass,8000.0,0.999998,0.958808,0.999964,0.002377
classical_08::lowpass::lp4000,classical_08,classical,T,lowpass,4000.0,0.999966,0.949259,0.999725,0.011676
classical_08::lowpass::lp2000,classical_08,classical,T,lowpass,2000.0,0.999991,0.464655,0.978766,-0.040773
classical_08::distortion::drv4,classical_08,classical,T,distortion,4.0,0.998720,0.573731,0.982074,-0.063989
classical_08::distortion::drv12,classical_08,classical,T,distortion,12.0,0.984657,0.414515,0.972304,-0.301640
classical_08::distortion::drv32,classical_08,classical,T,distortion,32.0,0.967876,0.408195,0.979024,-0.415480
classical_08::style_swap::swap_cross,classical_08,classical,S,style_swap,nan,0.809106,0.416323,0.888815,-0.246203
classical_08::style_swap::swap_same,classical_08,classical,S,style_swap,nan,0.809079,0.380344,0.901239,-0.183412
classical_09::control::ctrl,classical_09,classical,control,control,0.0,1.000000,1.000000,1.000000,0.000000
classical_09::pitch_shift::-4st,classical_09,classical,H,pitch_shift,-4.0,0.848484,0.621390,0.993900,-0.123158
classical_09::pitch_shift::-2st,classical_09,classical,H,pitch_shift,-2.0,0.849070,0.726420,0.998179,-0.082830
classical_09::pitch_shift::-1st,classical_09,classical,H,pitch_shift,-1.0,0.806949,0.815983,0.999191,-0.073342
classical_09::pitch_shift::+1st,classical_09,classical,H,pitch_shift,1.0,0.799052,0.796756,0.998331,-0.091841
classical_09::pitch_shift::+2st,classical_09,classical,H,pitch_shift,2.0,0.834523,0.710134,0.985918,-0.089052
classical_09::pitch_shift::+4st,classical_09,classical,H,pitch_shift,4.0,0.827255,0.589200,0.978983,-0.129874
classical_09::time_stretch::-20pct,classical_09,classical,R,time_stretch,-20.0,0.990624,0.873693,0.830187,-0.024493
classical_09::time_stretch::-10pct,classical_09,classical,R,time_stretch,-10.0,0.995723,0.889188,0.863127,-0.002458
classical_09::time_stretch::-5pct,classical_09,classical,R,time_stretch,-5.0,0.998329,0.892037,0.810619,0.021996
classical_09::time_stretch::+5pct,classical_09,classical,R,time_stretch,5.0,0.999145,0.897279,0.883333,0.044963
classical_09::time_stretch::+10pct,classical_09,classical,R,time_stretch,10.0,0.998595,0.891376,0.860268,0.009077
classical_09::time_stretch::+20pct,classical_09,classical,R,time_stretch,20.0,0.995937,0.855297,0.832433,0.028192
classical_09::lowpass::lp8000,classical_09,classical,T,lowpass,8000.0,1.000000,0.849612,0.999888,0.002020
classical_09::lowpass::lp4000,classical_09,classical,T,lowpass,4000.0,0.999999,0.586038,0.988682,0.035715
classical_09::lowpass::lp2000,classical_09,classical,T,lowpass,2000.0,0.999940,0.479378,0.987621,-0.048617
classical_09::distortion::drv4,classical_09,classical,T,distortion,4.0,0.999633,0.807796,0.999539,-0.084526
classical_09::distortion::drv12,classical_09,classical,T,distortion,12.0,0.996819,0.633971,0.998562,-0.124439
classical_09::distortion::drv32,classical_09,classical,T,distortion,32.0,0.991088,0.528820,0.996440,-0.120191
classical_09::style_swap::swap_cross,classical_09,classical,S,style_swap,nan,0.897722,0.377306,0.883131,-0.326117
classical_09::style_swap::swap_same,classical_09,classical,S,style_swap,nan,0.818171,0.530727,0.816501,-0.246839
classical_10::control::ctrl,classical_10,classical,control,control,0.0,1.000000,1.000000,1.000000,0.000000
classical_10::pitch_shift::-4st,classical_10,classical,H,pitch_shift,-4.0,0.719316,0.613257,0.996571,-0.135177
classical_10::pitch_shift::-2st,classical_10,classical,H,pitch_shift,-2.0,0.685240,0.751635,0.999044,-0.130609
classical_10::pitch_shift::-1st,classical_10,classical,H,pitch_shift,-1.0,0.599660,0.837629,0.999692,-0.125785
classical_10::pitch_shift::+1st,classical_10,classical,H,pitch_shift,1.0,0.596098,0.856862,0.999193,-0.134820
classical_10::pitch_shift::+2st,classical_10,classical,H,pitch_shift,2.0,0.662931,0.773538,0.998085,-0.100367
classical_10::pitch_shift::+4st,classical_10,classical,H,pitch_shift,4.0,0.728684,0.641817,0.994792,-0.133918
classical_10::time_stretch::-20pct,classical_10,classical,R,time_stretch,-20.0,0.988448,0.828432,0.928726,-0.029994
classical_10::time_stretch::-10pct,classical_10,classical,R,time_stretch,-10.0,0.994966,0.873206,0.919240,-0.034589
classical_10::time_stretch::-5pct,classical_10,classical,R,time_stretch,-5.0,0.998605,0.921652,0.936839,-0.024965
classical_10::time_stretch::+5pct,classical_10,classical,R,time_stretch,5.0,0.998265,0.933004,0.936183,-0.037313
classical_10::time_stretch::+10pct,classical_10,classical,R,time_stretch,10.0,0.996293,0.897087,0.922251,-0.038606
classical_10::time_stretch::+20pct,classical_10,classical,R,time_stretch,20.0,0.993271,0.850048,0.904104,-0.042808
classical_10::lowpass::lp8000,classical_10,classical,T,lowpass,8000.0,1.000000,0.870783,0.999954,0.000000
classical_10::lowpass::lp4000,classical_10,classical,T,lowpass,4000.0,0.999993,0.652280,0.999774,-0.029533
classical_10::lowpass::lp2000,classical_10,classical,T,lowpass,2000.0,0.999819,0.536521,0.999236,-0.069009
classical_10::distortion::drv4,classical_10,classical,T,distortion,4.0,0.999561,0.723807,0.999312,-0.056900
classical_10::distortion::drv12,classical_10,classical,T,distortion,12.0,0.994965,0.593012,0.998199,-0.149631
classical_10::distortion::drv32,classical_10,classical,T,distortion,32.0,0.986273,0.550736,0.994871,-0.220191
classical_10::style_swap::swap_cross,classical_10,classical,S,style_swap,nan,0.647722,0.481486,0.954542,-0.234484
classical_10::style_swap::swap_same,classical_10,classical,S,style_swap,nan,0.904747,0.493142,0.904104,-0.098611
classical_11::control::ctrl,classical_11,classical,control,control,0.0,1.000000,1.000000,1.000000,0.000000
classical_11::pitch_shift::-4st,classical_11,classical,H,pitch_shift,-4.0,0.642501,0.618023,0.972449,-0.121627
classical_11::pitch_shift::-2st,classical_11,classical,H,pitch_shift,-2.0,0.657320,0.682140,0.992606,-0.076991
classical_11::pitch_shift::-1st,classical_11,classical,H,pitch_shift,-1.0,0.605818,0.790484,0.993602,-0.134086
classical_11::pitch_shift::+1st,classical_11,classical,H,pitch_shift,1.0,0.643472,0.770137,0.976207,-0.097586
classical_11::pitch_shift::+2st,classical_11,classical,H,pitch_shift,2.0,0.649417,0.677590,0.958712,-0.137158
classical_11::pitch_shift::+4st,classical_11,classical,H,pitch_shift,4.0,0.743976,0.586582,0.957887,-0.116500
classical_11::time_stretch::-20pct,classical_11,classical,R,time_stretch,-20.0,0.994939,0.797311,0.855067,0.007039
classical_11::time_stretch::-10pct,classical_11,classical,R,time_stretch,-10.0,0.999227,0.866217,0.878218,-0.025285
classical_11::time_stretch::-5pct,classical_11,classical,R,time_stretch,-5.0,0.998653,0.883111,0.877093,-0.019912
classical_11::time_stretch::+5pct,classical_11,classical,R,time_stretch,5.0,0.999364,0.868967,0.875962,-0.009144
classical_11::time_stretch::+10pct,classical_11,classical,R,time_stretch,10.0,0.999058,0.854528,0.845182,-0.021776
classical_11::time_stretch::+20pct,classical_11,classical,R,time_stretch,20.0,0.994512,0.838834,0.813344,0.000877
classical_11::lowpass::lp8000,classical_11,classical,T,lowpass,8000.0,1.000000,0.994813,0.999996,-0.003863
classical_11::lowpass::lp4000,classical_11,classical,T,lowpass,4000.0,1.000000,0.824765,0.999765,-0.001013
classical_11::lowpass::lp2000,classical_11,classical,T,lowpass,2000.0,0.999993,0.595429,0.980281,-0.000522
classical_11::distortion::drv4,classical_11,classical,T,distortion,4.0,0.999950,0.879138,0.981273,-0.021536
classical_11::distortion::drv12,classical_11,classical,T,distortion,12.0,0.998640,0.680252,0.978224,-0.054058
classical_11::distortion::drv32,classical_11,classical,T,distortion,32.0,0.992478,0.554525,0.975510,-0.123524
classical_11::style_swap::swap_cross,classical_11,classical,S,style_swap,nan,0.885847,0.394578,0.790832,-0.241478
classical_11::style_swap::swap_same,classical_11,classical,S,style_swap,nan,0.759333,0.423632,0.821256,-0.227859
classical_12::control::ctrl,classical_12,classical,control,control,0.0,1.000000,1.000000,1.000000,0.000000
classical_12::pitch_shift::-4st,classical_12,classical,H,pitch_shift,-4.0,0.747931,0.570972,0.978486,-0.032711
classical_12::pitch_shift::-2st,classical_12,classical,H,pitch_shift,-2.0,0.756959,0.699857,0.992407,-0.016621
classical_12::pitch_shift::-1st,classical_12,classical,H,pitch_shift,-1.0,0.811395,0.763160,0.980892,-0.016976
classical_12::pitch_shift::+1st,classical_12,classical,H,pitch_shift,1.0,0.826522,0.787238,0.980996,-0.016054
classical_12::pitch_shift::+2st,classical_12,classical,H,pitch_shift,2.0,0.760980,0.698835,0.980185,-0.031336
classical_12::pitch_shift::+4st,classical_12,classical,H,pitch_shift,4.0,0.731961,0.588650,0.979340,-0.017766
classical_12::time_stretch::-20pct,classical_12,classical,R,time_stretch,-20.0,0.990284,0.798351,0.933391,-0.008418
classical_12::time_stretch::-10pct,classical_12,classical,R,time_stretch,-10.0,0.997870,0.844924,0.913189,0.002328
classical_12::time_stretch::-5pct,classical_12,classical,R,time_stretch,-5.0,0.994681,0.814766,0.932131,-0.005940
classical_12::time_stretch::+5pct,classical_12,classical,R,time_stretch,5.0,0.998851,0.810938,0.922905,-0.002454
classical_12::time_stretch::+10pct,classical_12,classical,R,time_stretch,10.0,0.998697,0.850112,0.903186,-0.016211
classical_12::time_stretch::+20pct,classical_12,classical,R,time_stretch,20.0,0.996399,0.844450,0.937503,-0.019788
classical_12::lowpass::lp8000,classical_12,classical,T,lowpass,8000.0,1.000000,0.813922,0.999443,0.002945
classical_12::lowpass::lp4000,classical_12,classical,T,lowpass,4000.0,0.999999,0.509594,0.997705,-0.025009
classical_12::lowpass::lp2000,classical_12,classical,T,lowpass,2000.0,0.999364,0.414133,0.982570,-0.044596
classical_12::distortion::drv4,classical_12,classical,T,distortion,4.0,0.999485,0.911366,0.999450,-0.008760
classical_12::distortion::drv12,classical_12,classical,T,distortion,12.0,0.997929,0.706351,0.994833,-0.011820
