pair_id,source_id,genre,perturbation,magnitude,score_H,score_T,score_R,score_S,C_geo,C_lin
classical_01::pitch_shift::-1st,classical_01,classical,pitch_shift,-1.0,0.773409,0.823617,0.996726,0.551741,0.8683332717092497,0.8747424296258955
classical_01::lowpass::lp2000,classical_01,classical,lowpass,2000.0,0.999897,0.447459,0.99502,0.588024,0.6536185039031105,0.7059816072881899
classical_01::style_swap::swap_cross,classical_01,classical,style_swap,nan,0.752344,0.368767,0.923001,0.176412,0.5425012644125287,0.6041729846320028
classical_02::pitch_shift::-2st,classical_02,classical,pitch_shift,-2.0,0.850515,0.612686,0.989118,0.434874,0.7470813487569153,0.7690715184208659
classical_02::time_stretch::-5pct,classical_02,classical,time_stretch,-5.0,0.987616,0.887476,0.871704,0.506985,0.8775868179543328,0.8812440683856889
classical_02::time_stretch::+5pct,classical_02,classical,time_stretch,5.0,0.999667,0.884532,0.873896,0.470308,0.8761755411278883,0.8807406602318879
classical_02::distortion::drv4,classical_02,classical,distortion,4.0,1.0,0.991234,0.999961,0.492805,0.9766650501080407,0.9818237014906026
classical_03::pitch_shift::-4st,classical_03,classical,pitch_shift,-4.0,0.743883,0.505066,0.893154,0.453713,0.6445481187212778,0.6692337345390295
classical_03::time_stretch::-5pct,classical_03,classical,time_stretch,-5.0,0.999616,0.87316,0.84544,0.628047,0.8666803239045959,0.8687916930754829
classical_03::lowpass::lp2000,classical_03,classical,lowpass,2000.0,1.0,0.932596,0.999682,0.576991,0.9507825694179867,0.9541693782821042
classical_04::pitch_shift::+1st,classical_04,classical,pitch_shift,1.0,0.862156,0.79653,0.841588,0.440559,0.8060801046991257,0.809851916648365
classical_04::time_stretch::-10pct,classical_04,classical,time_stretch,-10.0,0.993786,0.885142,0.743578,0.479207,0.8260904858305798,0.8329890605071415
classical_04::lowpass::lp4000,classical_04,classical,lowpass,4000.0,0.998009,0.453295,0.830629,0.403786,0.609501886700231,0.6435836071883932
classical_05::time_stretch::+20pct,classical_05,classical,time_stretch,20.0,0.996384,0.853765,0.544148,0.631732,0.7290293081501162,0.7483689103138849
classical_05::lowpass::lp8000,classical_05,classical,lowpass,8000.0,0.999997,0.547405,0.998037,0.661953,0.7273365732608352,0.7599319363348583
classical_05::distortion::drv32,classical_05,classical,distortion,32.0,0.990873,0.451862,0.884618,0.231601,0.6130039172995915,0.6572746140453127
classical_06::pitch_shift::+1st,classical_06,classical,pitch_shift,1.0,0.639381,0.818789,0.972333,0.266896,0.8256910289751928,0.8425090323860356
classical_06::time_stretch::-20pct,classical_06,classical,time_stretch,-20.0,0.984872,0.841679,0.884841,0.331157,0.8488855774062567,0.8577405356239673
classical_06::distortion::drv12,classical_06,classical,distortion,12.0,0.989751,0.54707,0.919195,0.172789,0.6796939388460125,0.716666694858163
classical_07::control::ctrl,classical_07,classical,control,0.0,1.0,1.0,1.0,0.446105,0.9784275577641771,0.9850351570966045
classical_07::pitch_shift::+2st,classical_07,classical,pitch_shift,2.0,0.512218,0.64226,0.990351,0.301236,0.7212182025295957,0.7477675929610443
classical_07::style_swap::swap_cross,classical_07,classical,style_swap,nan,0.611105,0.40811,0.742014,0.282932,0.5233162478024931,0.5469255323031125
classical_08::pitch_shift::-4st,classical_08,classical,pitch_shift,-4.0,0.587435,0.507567,0.963658,0.416377,0.6476838542591996,0.679969287828666
classical_08::time_stretch::+5pct,classical_08,classical,time_stretch,5.0,0.99653,0.85132,0.947581,0.647964,0.8925613639493002,0.8953242993544387
classical_08::lowpass::lp8000,classical_08,classical,lowpass,8000.0,0.999998,0.951256,0.999996,0.627162,0.962688563120555,0.9651312126087678
classical_09::control::ctrl,classical_09,classical,control,0.0,1.0,1.0,1.0,0.38595,0.9746060744835883,0.9834099210412985
classical_09::pitch_shift::+2st,classical_09,classical,pitch_shift,2.0,0.75043,0.686646,0.994961,0.321462,0.7773220531277817,0.7959488987127915
classical_09::time_stretch::-20pct,classical_09,classical,time_stretch,-20.0,0.986372,0.798935,0.777632,0.423118,0.793842052460293,0.7993678681436045
classical_10::pitch_shift::+4st,classical_10,classical,pitch_shift,4.0,0.637121,0.5927,0.991184,0.357637,0.7108389157927302,0.7366407751634664
classical_10::time_stretch::+10pct,classical_10,classical,time_stretch,10.0,0.998279,0.880319,0.857874,0.561283,0.872186011207417,0.8750518204769897
classical_10::distortion::drv32,classical_10,classical,distortion,32.0,0.987013,0.536137,0.993398,0.304502,0.7026379928382315,0.74157028997527
classical_11::pitch_shift::-2st,classical_11,classical,pitch_shift,-2.0,0.642655,0.659545,0.975134,0.47639,0.7525128256748561,0.7685154037322577
classical_11::time_stretch::+10pct,classical_11,classical,time_stretch,10.0,0.994861,0.817477,0.904121,0.55341,0.8556329621190508,0.8594754464737803
classical_11::distortion::drv4,classical_11,classical,distortion,4.0,0.999982,0.892925,0.929683,0.55928,0.9048279976212747,0.9078749677736243
classical_12::pitch_shift::-1st,classical_12,classical,pitch_shift,-1.0,0.647955,0.750249,0.975974,0.566149,0.8081485419468393,0.817905279075667
classical_12::time_stretch::+20pct,classical_12,classical,time_stretch,20.0,0.99836,0.853302,0.873539,0.589317,0.8653198567537513,0.867811656695327
classical_12::lowpass::lp4000,classical_12,classical,lowpass,4000.0,0.997822,0.514223,0.997405,0.563579,0.7011975639661688,0.739951030219534
classical_14::pitch_shift::+4st,classical_14,classical,pitch_shift,4.0,0.793376,0.574225,0.967294,0.453813,0.7129102394625335,0.7364217952511413
classical_14::time_stretch::-10pct,classical_14,classical,time_stretch,-10.0,0.996197,0.87806,0.783938,0.569363,0.8429186705527005,0.8468397982809858
classical_14::distortion::drv12,classical_14,classical,distortion,12.0,0.998228,0.576621,0.988833,0.198841,0.7203788718181958,0.7587364942236985
ambient_01::time_stretch::-10pct,ambient_01,ambient,time_stretch,-10.0,0.998948,0.886292,0.906619,0.484349,0.8895933433080344,0.8939286074415983
ambient_01::lowpass::lp4000,ambient_01,ambient,lowpass,4000.0,0.999705,0.420645,0.976311,0.432117,0.6237797795194427,0.6812597705113269
ambient_02::pitch_shift::-4st,ambient_02,ambient,pitch_shift,-4.0,0.975344,0.677761,0.943008,0.276976,0.7737762445059863,0.7932659640277688
ambient_02::time_stretch::+10pct,ambient_02,ambient,time_stretch,10.0,0.998365,0.865775,0.620714,0.302809,0.7554846597085242,0.7738257382271432
ambient_02::lowpass::lp2000,ambient_02,ambient,lowpass,2000.0,0.99981,0.412276,0.957966,0.196999,0.6002922428640872,0.6639424760547303
ambient_03::pitch_shift::-1st,ambient_03,ambient,pitch_shift,-1.0,0.961196,0.724149,0.996749,0.386759,0.8229056574513905,0.8381208076252642
ambient_03::time_stretch::-5pct,ambient_03,ambient,time_stretch,-5.0,0.998778,0.93095,0.547392,0.55624,0.7610597257461018,0.7870128961008008
ambient_03::style_swap::swap_cross,ambient_03,ambient,style_swap,nan,0.789014,0.380399,0.358579,0.201673,0.3930807659954262,0.40766565305533053
ambient_04::pitch_shift::+1st,ambient_04,ambient,pitch_shift,1.0,0.524521,0.708827,0.981804,0.389674,0.7629660575057291,0.7820936055996821
ambient_04::time_stretch::+10pct,ambient_04,ambient,time_stretch,10.0,0.990041,0.857902,0.933926,0.500335,0.8845425158022675,0.8890463619491639
ambient_04::distortion::drv32,ambient_04,ambient,distortion,32.0,0.979316,0.472503,0.970551,0.254351,0.6496436497016534,0.6987252644063673
ambient_05::control::ctrl,ambient_05,ambient,control,0.0,1.0,1.0,1.0,0.477227,0.9802118798560451,0.9858759948742329
ambient_05::pitch_shift::-2st,ambient_05,ambient,pitch_shift,-2.0,0.658496,0.678448,0.960135,0.39354,0.7569837033621692,0.7719532330927737
ambient_05::time_stretch::-5pct,ambient_05,ambient,time_stretch,-5.0,0.997141,0.777259,0.948865,0.415689,0.8424911437196194,0.851907326477819
ambient_06::pitch_shift::-4st,ambient_06,ambient,pitch_shift,-4.0,0.933041,0.575039,0.978371,0.476697,0.728860803284829,0.7552123080083099
ambient_06::time_stretch::+20pct,ambient_06,ambient,time_stretch,20.0,0.997393,0.858057,0.544828,0.575818,0.7294694414484838,0.7493894291167232
ambient_06::lowpass::lp2000,ambient_06,ambient,lowpass,2000.0,0.999899,0.38575,0.679161,0.407846,0.5218053040765049,0.5540504947257842
ambient_07::time_stretch::-10pct,ambient_07,ambient,time_stretch,-10.0,0.997602,0.810986,0.86523,0.544889,0.8384334258415391,0.8419696832764244
ambient_07::lowpass::lp4000,ambient_07,ambient,lowpass,4000.0,1.0,0.584971,0.998675,0.537878,0.7482799083798826,0.7759219034854504
