pair_id,source_id,genre,dim_target,perturbation,magnitude,score_H,score_T,score_R,score_S
ambient_06::lowpass::lp2000,ambient_06,ambient,T,lowpass,2000.0,0.999899,0.385750,0.679161,0.407846
ambient_07::time_stretch::-10pct,ambient_07,ambient,R,time_stretch,-10.0,0.997602,0.810986,0.865230,0.544889
ambient_07::lowpass::lp4000,ambient_07,ambient,T,lowpass,4000.0,1.000000,0.584971,0.998675,0.537878
ambient_08::pitch_shift::+1st,ambient_08,ambient,H,pitch_shift,1.0,0.412957,0.648361,0.980038,0.461683
ambient_08::lowpass::lp8000,ambient_08,ambient,T,lowpass,8000.0,0.999901,0.435923,0.998125,0.592007
ambient_09::pitch_shift::+4st,ambient_09,ambient,H,pitch_shift,4.0,0.648383,0.603821,0.978053,0.348960
ambient_09::distortion::drv12,ambient_09,ambient,T,distortion,12.0,0.997609,0.603286,0.973955,0.484512
ambient_10::pitch_shift::-1st,ambient_10,ambient,H,pitch_shift,-1.0,0.967300,0.666608,0.980310,0.427627
ambient_10::time_stretch::+5pct,ambient_10,ambient,R,time_stretch,5.0,0.997842,0.733136,0.973965,0.479231
ambient_10::distortion::drv4,ambient_10,ambient,T,distortion,4.0,0.999966,0.917518,0.991418,0.464337
ambient_11::control::ctrl,ambient_11,ambient,control,control,0.0,1.000000,0.999877,1.000000,0.568523
ambient_11::time_stretch::+5pct,ambient_11,ambient,R,time_stretch,5.0,0.998992,0.923900,0.773223,0.560412
ambient_11::style_swap::swap_cross,ambient_11,ambient,S,style_swap,nan,0.867606,0.377407,0.684787,0.295009
ambient_12::pitch_shift::+4st,ambient_12,ambient,H,pitch_shift,4.0,0.984316,0.498927,0.997828,0.147270
ambient_12::time_stretch::+20pct,ambient_12,ambient,R,time_stretch,20.0,0.998811,0.809149,0.972630,0.184172
ambient_12::distortion::drv32,ambient_12,ambient,T,distortion,32.0,0.999704,0.463507,0.983309,0.134863
ambient_13::pitch_shift::+2st,ambient_13,ambient,H,pitch_shift,2.0,0.675438,0.641114,0.976918,0.476882
ambient_13::time_stretch::-20pct,ambient_13,ambient,R,time_stretch,-20.0,0.984220,0.674482,0.897016,0.568514
ambient_13::lowpass::lp8000,ambient_13,ambient,T,lowpass,8000.0,0.999994,0.664459,0.994022,0.582702
ambient_14::pitch_shift::-2st,ambient_14,ambient,H,pitch_shift,-2.0,0.450600,0.603182,0.987915,0.523380
ambient_14::distortion::drv12,ambient_14,ambient,T,distortion,12.0,0.992058,0.535830,0.983750,0.358157
ambient_15::pitch_shift::+2st,ambient_15,ambient,H,pitch_shift,2.0,0.924136,0.458771,0.985365,0.500045
ambient_15::time_stretch::-20pct,ambient_15,ambient,R,time_stretch,-20.0,0.994320,0.803531,0.842127,0.461627
ambient_15::distortion::drv4,ambient_15,ambient,T,distortion,4.0,0.999996,0.916117,0.997311,0.507857
electronic_02::pitch_shift::-1st,electronic_02,electronic,H,pitch_shift,-1.0,0.804049,0.648315,0.994537,0.600354
electronic_02::time_stretch::+20pct,electronic_02,electronic,R,time_stretch,20.0,0.996482,0.783743,0.693286,0.668193
electronic_02::distortion::drv12,electronic_02,electronic,T,distortion,12.0,0.997236,0.357805,0.960834,0.492448
electronic_03::pitch_shift::+1st,electronic_03,electronic,H,pitch_shift,1.0,0.776031,0.818350,0.994798,0.468949
electronic_03::distortion::drv32,electronic_03,electronic,T,distortion,32.0,0.996658,0.479006,0.969514,0.344098
electronic_04::time_stretch::-10pct,electronic_04,electronic,R,time_stretch,-10.0,0.996333,0.915177,0.648713,0.565082
electronic_04::distortion::drv12,electronic_04,electronic,T,distortion,12.0,0.999255,0.841908,0.997953,0.598610
electronic_05::lowpass::lp8000,electronic_05,electronic,T,lowpass,8000.0,1.000000,0.408919,0.998038,0.733252
electronic_05::distortion::drv4,electronic_05,electronic,T,distortion,4.0,0.999875,0.794447,0.957147,0.737746
electronic_06::pitch_shift::+4st,electronic_06,electronic,H,pitch_shift,4.0,0.832869,0.578978,0.979121,0.332506
electronic_06::distortion::drv4,electronic_06,electronic,T,distortion,4.0,0.998686,0.705766,0.993320,0.354162
electronic_07::time_stretch::+5pct,electronic_07,electronic,R,time_stretch,5.0,0.994286,0.941496,0.731634,0.417003
electronic_07::lowpass::lp2000,electronic_07,electronic,T,lowpass,2000.0,0.999763,0.355825,0.975240,0.294771
electronic_07::style_swap::swap_cross,electronic_07,electronic,S,style_swap,nan,0.835134,0.417770,0.632037,0.232721
electronic_10::control::ctrl,electronic_10,electronic,control,control,0.0,1.000000,1.000000,1.000000,0.553827
electronic_10::pitch_shift::+2st,electronic_10,electronic,H,pitch_shift,2.0,0.908935,0.800588,0.990559,0.416829
electronic_12::pitch_shift::-2st,electronic_12,electronic,H,pitch_shift,-2.0,0.977664,0.740643,0.991137,0.553464
electronic_12::time_stretch::+10pct,electronic_12,electronic,R,time_stretch,10.0,0.994392,0.904748,0.400913,0.575447
electronic_12::lowpass::lp2000,electronic_12,electronic,T,lowpass,2000.0,0.999999,0.500768,0.992749,0.530072
electronic_13::pitch_shift::-4st,electronic_13,electronic,H,pitch_shift,-4.0,0.968795,0.593348,0.947009,0.372702
electronic_13::lowpass::lp4000,electronic_13,electronic,T,lowpass,4000.0,0.999963,0.466768,0.955501,0.372823
electronic_14::control::ctrl,electronic_14,electronic,control,control,0.0,1.000000,1.000000,1.000000,0.477563
electronic_14::time_stretch::-20pct,electronic_14,electronic,R,time_stretch,-20.0,0.995543,0.862544,0.500081,0.432071
electronic_15::time_stretch::-5pct,electronic_15,electronic,R,time_stretch,-5.0,0.998379,0.816101,0.902817,0.409265
electronic_15::distortion::drv32,electronic_15,electronic,T,distortion,32.0,0.996626,0.592312,0.936878,0.261309
folk_01::control::ctrl,folk_01,folk,control,control,0.0,1.000000,1.000000,1.000000,0.447708
folk_01::pitch_shift::-4st,folk_01,folk,H,pitch_shift,-4.0,0.878673,0.510813,0.986257,0.337352
folk_01::pitch_shift::+4st,folk_01,folk,H,pitch_shift,4.0,0.852213,0.525020,0.974929,0.318439
folk_01::time_stretch::+10pct,folk_01,folk,R,time_stretch,10.0,0.999226,0.860793,0.617776,0.530178
folk_05::pitch_shift::+1st,folk_05,folk,H,pitch_shift,1.0,0.497059,0.763923,0.992668,0.388190
folk_05::time_stretch::-20pct,folk_05,folk,R,time_stretch,-20.0,0.983434,0.758413,0.830364,0.492413
folk_05::lowpass::lp8000,folk_05,folk,T,lowpass,8000.0,1.000000,0.979235,0.999986,0.484788
folk_05::distortion::drv4,folk_05,folk,T,distortion,4.0,0.999988,0.847597,0.998040,0.477744
folk_06::time_stretch::-10pct,folk_06,folk,R,time_stretch,-10.0,0.994512,0.887521,0.851625,0.530319
folk_06::time_stretch::+5pct,folk_06,folk,R,time_stretch,5.0,0.998981,0.923384,0.888578,0.484976
folk_06::lowpass::lp4000,folk_06,folk,T,lowpass,4000.0,0.999979,0.449454,0.973644,0.404437
folk_06::distortion::drv12,folk_06,folk,T,distortion,12.0,0.988309,0.447689,0.962217,0.325166
folk_12::pitch_shift::-1st,folk_12,folk,H,pitch_shift,-1.0,0.450968,0.845817,0.991049,0.402950
folk_12::time_stretch::+20pct,folk_12,folk,R,time_stretch,20.0,0.993667,0.719479,0.965040,0.432959
folk_12::lowpass::lp2000,folk_12,folk,T,lowpass,2000.0,0.999930,0.709958,0.999308,0.375289
folk_12::style_swap::swap_cross,folk_12,folk,S,style_swap,nan,0.503970,0.403046,0.976420,0.288701
folk_13::pitch_shift::-2st,folk_13,folk,H,pitch_shift,-2.0,0.592310,0.577797,0.978456,0.453892
folk_13::pitch_shift::+2st,folk_13,folk,H,pitch_shift,2.0,0.571732,0.598613,0.979725,0.469083
folk_13::time_stretch::-5pct,folk_13,folk,R,time_stretch,-5.0,0.996311,0.785604,0.959423,0.508144
folk_13::distortion::drv32,folk_13,folk,T,distortion,32.0,0.977778,0.440228,0.975993,0.242417
jazz_01::pitch_shift::-2st,jazz_01,jazz,H,pitch_shift,-2.0,0.986208,0.695726,0.992230,0.494442
jazz_02::lowpass::lp2000,jazz_02,jazz,T,lowpass,2000.0,0.999976,0.431075,0.982225,0.469057
jazz_03::time_stretch::-10pct,jazz_03,jazz,R,time_stretch,-10.0,0.999141,0.910360,0.655716,0.515101
jazz_03::lowpass::lp8000,jazz_03,jazz,T,lowpass,8000.0,0.999979,0.485246,0.997364,0.537399
jazz_04::pitch_shift::+1st,jazz_04,jazz,H,pitch_shift,1.0,0.804308,0.800762,0.996172,0.432081
jazz_06::pitch_shift::-4st,jazz_06,jazz,H,pitch_shift,-4.0,0.810079,0.557260,0.988436,0.506985
jazz_07::distortion::drv12,jazz_07,jazz,T,distortion,12.0,0.999386,0.652560,0.802913,0.339824
jazz_08::time_stretch::+5pct,jazz_08,jazz,R,time_stretch,5.0,0.994304,0.943895,0.837122,0.607194
jazz_08::lowpass::lp4000,jazz_08,jazz,T,lowpass,4000.0,1.000000,0.558029,0.992617,0.501392
jazz_10::distortion::drv32,jazz_10,jazz,T,distortion,32.0,0.997998,0.553152,0.760671,0.400089
jazz_10::style_swap::swap_cross,jazz_10,jazz,S,style_swap,nan,0.916087,0.412515,0.656156,0.200198
jazz_11::pitch_shift::+4st,jazz_11,jazz,H,pitch_shift,4.0,0.917773,0.726447,0.978915,0.569528
jazz_11::time_stretch::+20pct,jazz_11,jazz,R,time_stretch,20.0,0.996643,0.889300,0.567176,0.643605
jazz_12::control::ctrl,jazz_12,jazz,control,control,0.0,1.000000,1.000000,1.000000,0.515110
jazz_12::time_stretch::-20pct,jazz_12,jazz,R,time_stretch,-20.0,0.990982,0.851712,0.430818,0.500034
jazz_13::time_stretch::+10pct,jazz_13,jazz,R,time_stretch,10.0,0.996748,0.913763,0.605447,0.728633
jazz_13::distortion::drv4,jazz_13,jazz,T,distortion,4.0,0.999410,0.769207,0.996355,0.738168
jazz_14::pitch_shift::+2st,jazz_14,jazz,H,pitch_shift,2.0,0.939081,0.681497,0.992941,0.563820
jazz_15::pitch_shift::-1st,jazz_15,jazz,H,pitch_shift,-1.0,0.741144,0.736495,0.996650,0.350408
jazz_15::time_stretch::-5pct,jazz_15,jazz,R,time_stretch,-5.0,0.999348,0.876259,0.892877,0.453466
rock_01::pitch_shift::+2st,rock_01,rock,H,pitch_shift,2.0,0.857855,0.759392,0.989504,0.454415
rock_01::time_stretch::-20pct,rock_01,rock,R,time_stretch,-20.0,0.983216,0.851176,0.573401,0.567649
rock_01::distortion::drv12,rock_01,rock,T,distortion,12.0,0.994591,0.559166,0.956090,0.211154
rock_04::pitch_shift::-2st,rock_04,rock,H,pitch_shift,-2.0,0.985948,0.682871,0.973858,0.549664
rock_04::pitch_shift::+4st,rock_04,rock,H,pitch_shift,4.0,0.990797,0.621404,0.962494,0.471168
rock_04::time_stretch::+5pct,rock_04,rock,R,time_stretch,5.0,0.999831,0.873564,0.564894,0.568359
rock_04::lowpass::lp4000,rock_04,rock,T,lowpass,4000.0,0.999857,0.413762,0.747214,0.473114
rock_05::control::ctrl,rock_05,rock,control,control,0.0,1.000000,1.000000,1.000000,0.469098
rock_05::time_stretch::+20pct,rock_05,rock,R,time_stretch,20.0,0.998084,0.897644,0.456609,0.496790
rock_05::lowpass::lp8000,rock_05,rock,T,lowpass,8000.0,0.999752,0.506105,0.981517,0.462659
rock_05::style_swap::swap_cross,rock_05,rock,S,style_swap,nan,0.931089,0.378912,0.429377,0.272039
rock_06::pitch_shift::+1st,rock_06,rock,H,pitch_shift,1.0,0.911862,0.817642,0.989596,0.650898
rock_06::time_stretch::+10pct,rock_06,rock,R,time_stretch,10.0,0.998602,0.865198,0.573045,0.644388
rock_06::distortion::drv32,rock_06,rock,T,distortion,32.0,0.999036,0.464174,0.891857,0.564000
rock_11::pitch_shift::-4st,rock_11,rock,H,pitch_shift,-4.0,0.927276,0.475269,0.949105,0.446007
rock_11::time_stretch::-5pct,rock_11,rock,R,time_stretch,-5.0,0.998942,0.891249,0.711844,0.504374
rock_11::distortion::drv4,rock_11,rock,T,distortion,4.0,0.998833,0.795746,0.948432,0.391729
rock_13::pitch_shift::-1st,rock_13,rock,H,pitch_shift,-1.0,0.766330,0.849492,0.974960,0.394901
rock_13::time_stretch::-10pct,rock_13,rock,R,time_stretch,-10.0,0.992104,0.894197,0.833497,0.591308
rock_13::lowpass::lp2000,rock_13,rock,T,lowpass,2000.0,0.999984,0.420524,0.926292,0.367890
rerank_ace/s01::cand04,s01,s01,rerank,ace_inpaint_candidate,4.0,0.971020,0.611935,0.827763,0.598805
rerank_ace/s01::cand07,s01,s01,rerank,ace_inpaint_candidate,7.0,0.922368,0.483117,0.694116,0.431081
rerank_ace/s02::cand01,s02,s02,rerank,ace_inpaint_candidate,1.0,0.998015,0.763052,0.983003,0.553818
rerank_ace/s02::cand04,s02,s02,rerank,ace_inpaint_candidate,4.0,0.999320,0.789726,0.953071,0.401814
rerank_ace/s03::cand02,s03,s03,rerank,ace_inpaint_candidate,2.0,0.995107,0.730806,0.977851,0.417399
rerank_ace/s03::cand06,s03,s03,rerank,ace_inpaint_candidate,6.0,0.974740,0.726604,0.943339,0.341605
rerank_ace/s04::cand03,s04,s04,rerank,ace_inpaint_candidate,3.0,0.997231,0.633502,0.819964,0.485366
rerank_ace/s04::cand07,s04,s04,rerank,ace_inpaint_candidate,7.0,0.998717,0.717661,0.955701,0.515644
rerank_ace/s05::cand01,s05,s05,rerank,ace_inpaint_candidate,1.0,0.996964,0.693728,0.953034,0.589622
rerank_ace/s05::cand07,s05,s05,rerank,ace_inpaint_candidate,7.0,0.977024,0.654274,0.954902,0.567908
rerank_ace/s06::cand01,s06,s06,rerank,ace_inpaint_candidate,1.0,0.964247,0.610485,0.938103,0.335859
rerank_ace/s06::cand02,s06,s06,rerank,ace_inpaint_candidate,2.0,0.953742,0.630147,0.911948,0.530775
rerank_ace/s07::cand04,s07,s07,rerank,ace_inpaint_candidate,4.0,0.998811,0.855236,0.991643,0.500036
rerank_ace/s07::cand06,s07,s07,rerank,ace_inpaint_candidate,6.0,0.999128,0.863330,0.989482,0.567907
rerank_ace/s08::cand02,s08,s08,rerank,ace_inpaint_candidate,2.0,0.951554,0.721900,0.934316,0.533197
rerank_ace/s08::cand05,s08,s08,rerank,ace_inpaint_candidate,5.0,0.993567,0.774422,0.958018,0.628768
rerank_ace/s09::cand05,s09,s09,rerank,ace_inpaint_candidate,5.0,0.981508,0.580332,0.853847,0.409598
rerank_ace/s09::cand07,s09,s09,rerank,ace_inpaint_candidate,7.0,0.985081,0.707329,0.937579,0.530826
rerank_ace/s10::cand02,s10,s10,rerank,ace_inpaint_candidate,2.0,0.990927,0.768467,0.961618,0.461630
rerank_ace/s10::cand07,s10,s10,rerank,ace_inpaint_candidate,7.0,0.990631,0.688356,0.930720,0.323553
rerank_ace/s11::cand02,s11,s11,rerank,ace_inpaint_candidate,2.0,0.998154,0.801692,0.966362,0.597429
rerank_ace/s12::cand00,s12,s12,rerank,ace_inpaint_candidate,0.0,0.997425,0.735857,0.970402,0.469601
rerank_ace/s13::cand06,s13,s13,rerank,ace_inpaint_candidate,6.0,0.993282,0.699317,0.932920,0.462862
rerank_ace/s14::cand04,s14,s14,rerank,ace_inpaint_candidate,4.0,0.999108,0.764702,0.927128,0.500220
rerank_ace/s15::cand01,s15,s15,rerank,ace_inpaint_candidate,1.0,0.977614,0.701921,0.958040,0.477515
